filename,filepath,cellname,stage,celltype
GSM6999739_GasdE701223.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999739_GasdE701223.pairs.gz,GasdE701223,E70,epiblast and PS
GSM7001491_GasfE703096.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001491_GasfE703096.pairs.gz,GasfE703096,E70,ExE ectoderm
GSM6999732_GasdE701216.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999732_GasdE701216.pairs.gz,GasdE701216,E70,ExE ectoderm
GSM7001518_GasfE703124.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001518_GasfE703124.pairs.gz,GasfE703124,E70,epiblast and PS
GSM6999571_GasdE701051.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999571_GasdE701051.pairs.gz,GasdE701051,E70,early mesoderm
GSM6999545_GasdE701025.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999545_GasdE701025.pairs.gz,GasdE701025,E70,endoderm
GSM6999814_GasdE701303.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999814_GasdE701303.pairs.gz,GasdE701303,E70,ExE ectoderm
GSM7001445_GasfE703049.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001445_GasfE703049.pairs.gz,GasfE703049,E70,early mesoderm
GSM6999639_GasdE701120.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999639_GasdE701120.pairs.gz,GasdE701120,E70,ExE ectoderm
GSM7001553_GasfE703161.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001553_GasfE703161.pairs.gz,GasfE703161,E70,ExE endoderm
GSM6999722_GasdE701205.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999722_GasdE701205.pairs.gz,GasdE701205,E70,epiblast and PS
GSM7001427_GasfE703031.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001427_GasfE703031.pairs.gz,GasfE703031,E70,mitosis
GSM6999873_GasdE701364.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999873_GasdE701364.pairs.gz,GasdE701364,E70,ExE ectoderm
GSM6999736_GasdE701220.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999736_GasdE701220.pairs.gz,GasdE701220,E70,epiblast and PS
GSM6999659_GasdE701140.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999659_GasdE701140.pairs.gz,GasdE701140,E70,epiblast and PS
GSM6999735_GasdE701219.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999735_GasdE701219.pairs.gz,GasdE701219,E70,epiblast and PS
GSM7001449_GasfE703053.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001449_GasfE703053.pairs.gz,GasfE703053,E70,ExE endoderm
GSM6999848_GasdE701338.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999848_GasdE701338.pairs.gz,GasdE701338,E70,epiblast and PS
GSM6999558_GasdE701038.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999558_GasdE701038.pairs.gz,GasdE701038,E70,ExE endoderm
GSM6999755_GasdE701239.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999755_GasdE701239.pairs.gz,GasdE701239,E70,early mesoderm
GSM6999575_GasdE701055.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999575_GasdE701055.pairs.gz,GasdE701055,E70,epiblast and PS
GSM6999552_GasdE701032.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999552_GasdE701032.pairs.gz,GasdE701032,E70,ExE ectoderm
GSM7001442_GasfE703046.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001442_GasfE703046.pairs.gz,GasfE703046,E70,epiblast and PS
GSM6999773_GasdE701261.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999773_GasdE701261.pairs.gz,GasdE701261,E70,ExE endoderm
GSM6999727_GasdE701210.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999727_GasdE701210.pairs.gz,GasdE701210,E70,epiblast and PS
GSM6999640_GasdE701121.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999640_GasdE701121.pairs.gz,GasdE701121,E70,epiblast and PS
GSM6999587_GasdE701067.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999587_GasdE701067.pairs.gz,GasdE701067,E70,ExE ectoderm
GSM6999611_GasdE701091.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999611_GasdE701091.pairs.gz,GasdE701091,E70,ExE ectoderm
GSM7001548_GasfE703156.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001548_GasfE703156.pairs.gz,GasfE703156,E70,early mesoderm
GSM6999820_GasdE701309.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999820_GasdE701309.pairs.gz,GasdE701309,E70,ExE endoderm
GSM7001477_GasfE703081.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001477_GasfE703081.pairs.gz,GasfE703081,E70,ExE ectoderm
GSM7001480_GasfE703084.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001480_GasfE703084.pairs.gz,GasfE703084,E70,epiblast and PS
GSM7001456_GasfE703060.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001456_GasfE703060.pairs.gz,GasfE703060,E70,early mesoderm
GSM6999778_GasdE701267.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999778_GasdE701267.pairs.gz,GasdE701267,E70,mitosis
GSM6999826_GasdE701316.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999826_GasdE701316.pairs.gz,GasdE701316,E70,early mesoderm
GSM7001422_GasfE703026.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001422_GasfE703026.pairs.gz,GasfE703026,E70,ExE endoderm
GSM6999623_GasdE701103.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999623_GasdE701103.pairs.gz,GasdE701103,E70,epiblast and PS
GSM7001579_GasfE703189.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001579_GasfE703189.pairs.gz,GasfE703189,E70,early mesoderm
GSM7001492_GasfE703097.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001492_GasfE703097.pairs.gz,GasfE703097,E70,ExE endoderm
GSM7001519_GasfE703125.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001519_GasfE703125.pairs.gz,GasfE703125,E70,ExE endoderm
GSM6999809_GasdE701298.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999809_GasdE701298.pairs.gz,GasdE701298,E70,early mesoderm
GSM6999606_GasdE701086.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999606_GasdE701086.pairs.gz,GasdE701086,E70,epiblast and PS
GSM7001576_GasfE703186.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001576_GasfE703186.pairs.gz,GasfE703186,E70,early mesoderm
GSM7001499_GasfE703104.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001499_GasfE703104.pairs.gz,GasfE703104,E70,epiblast and PS
GSM6999591_GasdE701071.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999591_GasdE701071.pairs.gz,GasdE701071,E70,epiblast and PS
GSM7001529_GasfE703136.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001529_GasfE703136.pairs.gz,GasfE703136,E70,endoderm
GSM6999654_GasdE701135.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999654_GasdE701135.pairs.gz,GasdE701135,E70,epiblast and PS
GSM7001569_GasfE703177.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001569_GasfE703177.pairs.gz,GasfE703177,E70,ExE ectoderm
GSM6999883_GasdE701374.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999883_GasdE701374.pairs.gz,GasdE701374,E70,ExE endoderm
GSM7001416_GasfE703020.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001416_GasfE703020.pairs.gz,GasfE703020,E70,mitosis
GSM7001528_GasfE703135.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001528_GasfE703135.pairs.gz,GasfE703135,E70,ExE endoderm
GSM7001501_GasfE703106.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001501_GasfE703106.pairs.gz,GasfE703106,E70,early mesoderm
GSM6999833_GasdE701323.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999833_GasdE701323.pairs.gz,GasdE701323,E70,ExE ectoderm
GSM6999588_GasdE701068.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999588_GasdE701068.pairs.gz,GasdE701068,E70,ExE endoderm
GSM7001507_GasfE703113.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001507_GasfE703113.pairs.gz,GasfE703113,E70,epiblast and PS
GSM6999871_GasdE701362.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999871_GasdE701362.pairs.gz,GasdE701362,E70,early mesoderm
GSM6999648_GasdE701129.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999648_GasdE701129.pairs.gz,GasdE701129,E70,epithelial cells
GSM6999798_GasdE701287.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999798_GasdE701287.pairs.gz,GasdE701287,E70,blood
GSM6999637_GasdE701118.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999637_GasdE701118.pairs.gz,GasdE701118,E70,epiblast and PS
GSM7001543_GasfE703151.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001543_GasfE703151.pairs.gz,GasfE703151,E70,ExE endoderm
GSM7001437_GasfE703041.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001437_GasfE703041.pairs.gz,GasfE703041,E70,early mesoderm
GSM7001490_GasfE703095.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001490_GasfE703095.pairs.gz,GasfE703095,E70,ExE endoderm
GSM6999670_GasdE701151.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999670_GasdE701151.pairs.gz,GasdE701151,E70,ExE mesoderm
GSM6999570_GasdE701050.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999570_GasdE701050.pairs.gz,GasdE701050,E70,ExE ectoderm
GSM7001541_GasfE703149.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001541_GasfE703149.pairs.gz,GasfE703149,E70,ExE endoderm
GSM6999743_GasdE701227.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999743_GasdE701227.pairs.gz,GasdE701227,E70,epiblast and PS
GSM6999790_GasdE701279.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999790_GasdE701279.pairs.gz,GasdE701279,E70,epiblast and PS
GSM6999618_GasdE701098.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999618_GasdE701098.pairs.gz,GasdE701098,E70,epiblast and PS
GSM6999573_GasdE701053.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999573_GasdE701053.pairs.gz,GasdE701053,E70,mitosis
GSM7001465_GasfE703069.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001465_GasfE703069.pairs.gz,GasfE703069,E70,ExE endoderm
GSM7001505_GasfE703111.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001505_GasfE703111.pairs.gz,GasfE703111,E70,ExE endoderm
GSM6999771_GasdE701258.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999771_GasdE701258.pairs.gz,GasdE701258,E70,ExE endoderm
GSM7001582_GasfE703192.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001582_GasfE703192.pairs.gz,GasfE703192,E70,epiblast and PS
GSM6999759_GasdE701244.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999759_GasdE701244.pairs.gz,GasdE701244,E70,ExE ectoderm
GSM6999696_GasdE701178.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999696_GasdE701178.pairs.gz,GasdE701178,E70,ExE endoderm
GSM6999597_GasdE701077.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999597_GasdE701077.pairs.gz,GasdE701077,E70,ExE ectoderm
GSM6999692_GasdE701174.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999692_GasdE701174.pairs.gz,GasdE701174,E70,early mesoderm
GSM7001527_GasfE703134.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001527_GasfE703134.pairs.gz,GasfE703134,E70,epiblast and PS
GSM7001498_GasfE703103.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001498_GasfE703103.pairs.gz,GasfE703103,E70,epiblast and PS
GSM7001419_GasfE703023.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001419_GasfE703023.pairs.gz,GasfE703023,E70,ExE ectoderm
GSM6999685_GasdE701166.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999685_GasdE701166.pairs.gz,GasdE701166,E70,ExE endoderm
GSM7001509_GasfE703115.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001509_GasfE703115.pairs.gz,GasfE703115,E70,epiblast and PS
GSM7001497_GasfE703102.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001497_GasfE703102.pairs.gz,GasfE703102,E70,epiblast and PS
GSM7001555_GasfE703163.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001555_GasfE703163.pairs.gz,GasfE703163,E70,early mesoderm
GSM7001414_GasfE703018.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001414_GasfE703018.pairs.gz,GasfE703018,E70,ExE ectoderm
GSM6999708_GasdE701190.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999708_GasdE701190.pairs.gz,GasdE701190,E70,mitosis
GSM6999601_GasdE701081.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999601_GasdE701081.pairs.gz,GasdE701081,E70,early mesoderm
GSM6999669_GasdE701150.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999669_GasdE701150.pairs.gz,GasdE701150,E70,mitosis
GSM6999557_GasdE701037.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999557_GasdE701037.pairs.gz,GasdE701037,E70,epiblast and PS
GSM6999605_GasdE701085.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999605_GasdE701085.pairs.gz,GasdE701085,E70,epithelial cells
GSM7001516_GasfE703122.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001516_GasfE703122.pairs.gz,GasfE703122,E70,mitosis
GSM6999838_GasdE701328.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999838_GasdE701328.pairs.gz,GasdE701328,E70,ExE mesoderm
GSM6999699_GasdE701181.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999699_GasdE701181.pairs.gz,GasdE701181,E70,epiblast and PS
GSM7001545_GasfE703153.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001545_GasfE703153.pairs.gz,GasfE703153,E70,ExE ectoderm
GSM6999862_GasdE701353.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999862_GasdE701353.pairs.gz,GasdE701353,E70,ExE endoderm
GSM6999667_GasdE701148.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999667_GasdE701148.pairs.gz,GasdE701148,E70,epiblast and PS
GSM6999860_GasdE701350.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999860_GasdE701350.pairs.gz,GasdE701350,E70,mitosis
GSM6999717_GasdE701200.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999717_GasdE701200.pairs.gz,GasdE701200,E70,ExE endoderm
GSM6999803_GasdE701292.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999803_GasdE701292.pairs.gz,GasdE701292,E70,ExE ectoderm
GSM7001581_GasfE703191.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001581_GasfE703191.pairs.gz,GasfE703191,E70,epiblast and PS
GSM6999750_GasdE701234.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999750_GasdE701234.pairs.gz,GasdE701234,E70,epiblast and PS
GSM7001508_GasfE703114.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001508_GasfE703114.pairs.gz,GasfE703114,E70,epiblast and PS
GSM6999742_GasdE701226.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999742_GasdE701226.pairs.gz,GasdE701226,E70,early mesoderm
GSM7001473_GasfE703077.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001473_GasfE703077.pairs.gz,GasfE703077,E70,ExE mesoderm
GSM7001413_GasfE703017.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001413_GasfE703017.pairs.gz,GasfE703017,E70,epiblast and PS
GSM6999807_GasdE701296.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999807_GasdE701296.pairs.gz,GasdE701296,E70,epiblast and PS
GSM6999607_GasdE701087.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999607_GasdE701087.pairs.gz,GasdE701087,E70,epiblast and PS
GSM6999544_GasdE701024.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999544_GasdE701024.pairs.gz,GasdE701024,E70,ExE ectoderm
GSM6999870_GasdE701361.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999870_GasdE701361.pairs.gz,GasdE701361,E70,epiblast and PS
GSM6999553_GasdE701033.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999553_GasdE701033.pairs.gz,GasdE701033,E70,epiblast and PS
GSM6999832_GasdE701322.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999832_GasdE701322.pairs.gz,GasdE701322,E70,epiblast and PS
GSM7001574_GasfE703184.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001574_GasfE703184.pairs.gz,GasfE703184,E70,epiblast and PS
GSM6999834_GasdE701324.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999834_GasdE701324.pairs.gz,GasdE701324,E70,ExE endoderm
GSM6999847_GasdE701337.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999847_GasdE701337.pairs.gz,GasdE701337,E70,blood
GSM6999852_GasdE701342.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999852_GasdE701342.pairs.gz,GasdE701342,E70,ExE ectoderm
GSM7001546_GasfE703154.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001546_GasfE703154.pairs.gz,GasfE703154,E70,mitosis
GSM6999789_GasdE701278.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999789_GasdE701278.pairs.gz,GasdE701278,E70,epiblast and PS
GSM6999865_GasdE701356.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999865_GasdE701356.pairs.gz,GasdE701356,E70,epiblast and PS
GSM7001467_GasfE703071.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001467_GasfE703071.pairs.gz,GasfE703071,E70,blood
GSM6999811_GasdE701300.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999811_GasdE701300.pairs.gz,GasdE701300,E70,epiblast and PS
GSM7001561_GasfE703169.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001561_GasfE703169.pairs.gz,GasfE703169,E70,epiblast and PS
GSM6999559_GasdE701039.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999559_GasdE701039.pairs.gz,GasdE701039,E70,blood
GSM6999714_GasdE701197.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999714_GasdE701197.pairs.gz,GasdE701197,E70,epiblast and PS
GSM7001400_GasfE703003.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001400_GasfE703003.pairs.gz,GasfE703003,E70,early mesoderm
GSM7001510_GasfE703116.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001510_GasfE703116.pairs.gz,GasfE703116,E70,early mesoderm
GSM6999564_GasdE701044.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999564_GasdE701044.pairs.gz,GasdE701044,E70,ExE endoderm
GSM6999583_GasdE701063.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999583_GasdE701063.pairs.gz,GasdE701063,E70,ExE endoderm
GSM6999701_GasdE701183.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999701_GasdE701183.pairs.gz,GasdE701183,E70,ExE mesoderm
GSM7001428_GasfE703032.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001428_GasfE703032.pairs.gz,GasfE703032,E70,epiblast and PS
GSM7001526_GasfE703133.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001526_GasfE703133.pairs.gz,GasfE703133,E70,ExE endoderm
GSM7001534_GasfE703141.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001534_GasfE703141.pairs.gz,GasfE703141,E70,epiblast and PS
GSM6999684_GasdE701165.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999684_GasdE701165.pairs.gz,GasdE701165,E70,ExE ectoderm
GSM6999816_GasdE701305.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999816_GasdE701305.pairs.gz,GasdE701305,E70,epiblast and PS
GSM6999687_GasdE701168.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999687_GasdE701168.pairs.gz,GasdE701168,E70,ExE endoderm
GSM6999808_GasdE701297.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999808_GasdE701297.pairs.gz,GasdE701297,E70,mitosis
GSM7001551_GasfE703159.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001551_GasfE703159.pairs.gz,GasfE703159,E70,epiblast and PS
GSM6999744_GasdE701228.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999744_GasdE701228.pairs.gz,GasdE701228,E70,ExE ectoderm
GSM6999634_GasdE701115.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999634_GasdE701115.pairs.gz,GasdE701115,E70,epiblast and PS
GSM6999748_GasdE701232.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999748_GasdE701232.pairs.gz,GasdE701232,E70,mitosis
GSM7001577_GasfE703187.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001577_GasfE703187.pairs.gz,GasfE703187,E70,ExE endoderm
GSM6999725_GasdE701208.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999725_GasdE701208.pairs.gz,GasdE701208,E70,mitosis
GSM6999660_GasdE701141.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999660_GasdE701141.pairs.gz,GasdE701141,E70,epiblast and PS
GSM6999837_GasdE701327.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999837_GasdE701327.pairs.gz,GasdE701327,E70,ExE ectoderm
GSM6999569_GasdE701049.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999569_GasdE701049.pairs.gz,GasdE701049,E70,mitosis
GSM7001489_GasfE703094.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001489_GasfE703094.pairs.gz,GasfE703094,E70,epiblast and PS
GSM6999577_GasdE701057.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999577_GasdE701057.pairs.gz,GasdE701057,E70,mitosis
GSM6999595_GasdE701075.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999595_GasdE701075.pairs.gz,GasdE701075,E70,ExE endoderm
GSM6999675_GasdE701156.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999675_GasdE701156.pairs.gz,GasdE701156,E70,epiblast and PS
GSM6999617_GasdE701097.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999617_GasdE701097.pairs.gz,GasdE701097,E70,epiblast and PS
GSM6999661_GasdE701142.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999661_GasdE701142.pairs.gz,GasdE701142,E70,epiblast and PS
GSM6999681_GasdE701162.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999681_GasdE701162.pairs.gz,GasdE701162,E70,epiblast and PS
GSM6999777_GasdE701266.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999777_GasdE701266.pairs.gz,GasdE701266,E70,epiblast and PS
