filename,chromosome_count,cellname,stage,celltype
GSM7002580,20,OrgbE851055,E85,neural tube
GSM7002581,20,OrgbE851056,E85,blood
GSM7002582,21,OrgbE851057,E85,ExE endoderm
GSM7002583,20,OrgbE851058,E85,mitosis
GSM7002584,20,OrgbE851059,E85,mitosis
GSM7002585,20,OrgbE851060,E85,neural tube
GSM7002586,20,OrgbE851061,E85,neural tube
GSM7002587,20,OrgbE851062,E85,early mesenchyme
GSM7002588,20,OrgbE851063,E85,epithelial cells
GSM7002589,20,OrgbE851064,E85,early mesenchyme
GSM7002590,20,OrgbE851065,E85,blood
GSM7002591,20,OrgbE851066,E85,neural tube
GSM7002592,20,OrgbE851067,E85,ExE endoderm
GSM7002593,20,OrgbE851068,E85,early mesoderm
GSM7002594,20,OrgbE851069,E85,ExE mesoderm
GSM7002595,20,OrgbE851070,E85,neural tube
GSM7002596,20,OrgbE851071,E85,NMP
GSM7002597,20,OrgbE851072,E85,mitosis
GSM7002598,20,OrgbE851073,E85,early mesenchyme
GSM7002599,21,OrgbE851074,E85,ExE mesoderm
GSM7002600,20,OrgbE851075,E85,early mesoderm
GSM7002601,21,OrgbE851076,E85,NMP
GSM7002602,21,OrgbE851077,E85,intermediate mesoderm
GSM7002603,20,OrgbE851078,E85,mitosis
GSM7002604,20,OrgbE851079,E85,NMP
GSM7002605,20,OrgbE851080,E85,NMP
GSM7002606,20,OrgbE851081,E85,blood
GSM7002607,20,OrgbE851082,E85,neural tube
GSM7002608,20,OrgbE851083,E85,schwann cell precursors
GSM7002609,20,OrgbE851084,E85,intermediate mesoderm
GSM7002610,20,OrgbE851085,E85,mitosis
GSM7002611,20,OrgbE851086,E85,epithelial cells
GSM7002612,21,OrgbE851087,E85,blood
GSM7002613,20,OrgbE851088,E85,early mesenchyme
GSM7002614,20,OrgbE851089,E85,blood
GSM7002615,21,OrgbE851090,E85,NMP
GSM7002616,20,OrgbE851091,E85,blood
GSM7002617,21,OrgbE851092,E85,neural tube
GSM7002618,21,OrgbE851093,E85,blood
GSM7002619,20,OrgbE851094,E85,early mesenchyme
GSM7002620,20,OrgbE851095,E85,notochord
GSM7002621,20,OrgbE851096,E85,ExE mesoderm
GSM7002622,20,OrgbE851097,E85,mitosis
GSM7002623,20,OrgbE851098,E85,early mesenchyme
GSM7002624,20,OrgbE851099,E85,ExE mesoderm
GSM7002625,20,OrgbE851100,E85,epithelial cells
GSM7002626,20,OrgbE851101,E85,neural tube
GSM7002627,20,OrgbE851102,E85,early mesoderm
GSM7002628,21,OrgbE851103,E85,neural tube
GSM7002629,21,OrgbE851104,E85,epithelial cells
GSM7002630,20,OrgbE851105,E85,mitosis
GSM7002631,20,OrgbE851106,E85,intermediate mesoderm
GSM7002632,20,OrgbE851107,E85,ExE mesoderm
GSM7002633,20,OrgbE851108,E85,ExE mesoderm
GSM7002634,21,OrgbE851109,E85,epithelial cells
GSM7002635,21,OrgbE851110,E85,blood
GSM7002636,20,OrgbE851111,E85,mitosis
GSM7002637,21,OrgbE851112,E85,blood
GSM7002638,20,OrgbE851113,E85,neural tube
GSM7002639,20,OrgbE851114,E85,mitosis
GSM7002640,20,OrgbE851115,E85,intermediate mesoderm
GSM7002641,21,OrgbE851116,E85,early mesoderm
GSM7002642,20,OrgbE851117,E85,blood
GSM7002643,20,OrgbE851118,E85,intermediate mesoderm
GSM7002644,20,OrgbE851119,E85,early mesenchyme
GSM7002645,20,OrgbE851120,E85,blood
GSM7002646,20,OrgbE851121,E85,neural tube
GSM7002647,21,OrgbE851122,E85,intermediate mesoderm
GSM7002648,20,OrgbE851123,E85,blood
GSM7002649,20,OrgbE851124,E85,blood
GSM7002650,20,OrgbE851125,E85,epithelial cells
GSM7002651,20,OrgbE851126,E85,blood
GSM7002652,20,OrgbE851127,E85,intermediate mesoderm
GSM7002653,21,OrgbE851128,E85,NMP
GSM7002654,20,OrgbE851129,E85,neural tube
GSM7002655,20,OrgbE851130,E85,blood
GSM7002656,20,OrgbE851131,E85,blood
GSM7002657,20,OrgbE851132,E85,early mesenchyme
GSM7002658,21,OrgbE851133,E85,neural tube
GSM7002659,20,OrgbE851134,E85,mitosis
GSM7002660,20,OrgbE851135,E85,mitosis
GSM7002661,20,OrgbE851136,E85,epithelial cells
GSM7002662,21,OrgbE851137,E85,neural tube
GSM7002663,20,OrgbE851138,E85,early mesenchyme
GSM7002664,21,OrgbE851139,E85,mitosis
GSM7002665,20,OrgbE851140,E85,blood
GSM7002666,20,OrgbE851141,E85,schwann cell precursors
GSM7002667,21,OrgbE851142,E85,ExE mesoderm
GSM7002668,20,OrgbE851143,E85,early mesenchyme
GSM7002669,20,OrgbE851144,E85,NMP
GSM7002670,20,OrgbE851145,E85,NMP
GSM7002671,21,OrgbE851146,E85,schwann cell precursors
GSM7002672,21,OrgbE851147,E85,ExE endoderm
GSM7002673,20,OrgbE851148,E85,early mesenchyme
GSM7002674,20,OrgbE851149,E85,mitosis
GSM7002675,21,OrgbE851150,E85,neural tube
GSM7002676,20,OrgbE851151,E85,neural tube
GSM7002677,20,OrgbE851152,E85,mitosis
GSM7002678,20,OrgbE851153,E85,blood
GSM7002679,20,OrgbE851154,E85,mitosis
GSM7002680,20,OrgbE851155,E85,ExE mesoderm
GSM7002681,21,OrgbE851156,E85,neural tube
GSM7002682,20,OrgbE851157,E85,neural tube
GSM7002683,20,OrgbE851158,E85,mitosis
GSM7002684,21,OrgbE851159,E85,neural tube
GSM7002685,21,OrgbE851160,E85,blood
GSM7002686,20,OrgbE851161,E85,neural tube
GSM7002687,20,OrgbE851162,E85,mitosis
GSM7002688,21,OrgbE851163,E85,ExE endoderm
GSM7002689,21,OrgbE851164,E85,neural tube
GSM7002690,21,OrgbE851165,E85,epithelial cells
GSM7002691,21,OrgbE851166,E85,early mesenchyme
GSM7002692,21,OrgbE851167,E85,neural tube
GSM7002693,21,OrgbE851168,E85,blood
GSM7002694,21,OrgbE851169,E85,epithelial cells
GSM7002695,21,OrgbE851171,E85,NMP
GSM7002696,21,OrgbE851172,E85,ExE endoderm
GSM7002697,20,OrgbE851173,E85,neural tube
GSM7002698,20,OrgbE851174,E85,oligodendrocytes and progenitors
GSM7002699,20,OrgbE851175,E85,intermediate mesoderm
GSM7002700,21,OrgbE851176,E85,epithelial cells
GSM7002701,20,OrgbE851177,E85,neural tube
GSM7002702,20,OrgbE851178,E85,mitosis
GSM7002703,20,OrgbE851179,E85,ExE mesoderm
GSM7002704,20,OrgbE851180,E85,neural tube
GSM7002705,21,OrgbE851181,E85,NMP
GSM7002706,21,OrgbE851182,E85,intermediate mesoderm
GSM7002707,21,OrgbE851183,E85,neural tube
GSM7002708,21,OrgbE851184,E85,blood
GSM7002709,20,OrgbE851185,E85,intermediate mesoderm
GSM7002710,20,OrgbE851186,E85,ExE endoderm
GSM7002711,20,OrgbE851187,E85,blood
GSM7002712,20,OrgbE851188,E85,neural tube
GSM7002713,20,OrgbE851189,E85,epithelial cells
GSM7002714,20,OrgbE851190,E85,ExE endoderm
GSM7002715,21,OrgbE851191,E85,neural tube
GSM7002716,20,OrgbE851192,E85,early mesenchyme
GSM7002717,20,OrgbE851193,E85,schwann cell precursors
GSM7002718,20,OrgbE851194,E85,neural tube
GSM7002719,20,OrgbE851195,E85,neural tube
GSM7002720,20,OrgbE851196,E85,early mesenchyme
GSM7002721,20,OrgbE851197,E85,early mesoderm
GSM7002722,21,OrgbE851198,E85,neural tube
GSM7002723,20,OrgbE851199,E85,blood
GSM7002724,21,OrgbE851200,E85,neural tube
GSM7002725,21,OrgbE851201,E85,neural tube
GSM7002726,20,OrgbE851202,E85,early mesoderm
GSM7002727,20,OrgbE851203,E85,mitosis
GSM7002728,20,OrgbE851204,E85,early mesoderm
GSM7002729,20,OrgbE851205,E85,epithelial cells
GSM7002730,21,OrgbE851206,E85,early mesenchyme
GSM7002731,21,OrgbE851207,E85,mitosis
GSM7002732,20,OrgbE851208,E85,blood
GSM7002733,21,OrgbE851209,E85,intermediate mesoderm
GSM7002734,20,OrgbE851210,E85,mitosis
GSM7002735,20,OrgbE851211,E85,mitosis
GSM7002736,21,OrgbE851212,E85,ExE mesoderm
GSM7002737,20,OrgbE851213,E85,NMP
GSM7002738,20,OrgbE851214,E85,NMP
GSM7002739,20,OrgbE851215,E85,blood
GSM7002740,20,OrgbE851216,E85,mitosis
GSM7002741,20,OrgbE851217,E85,neural tube
GSM7002742,20,OrgbE851218,E85,early mesenchyme
GSM7002743,21,OrgbE851219,E85,ExE endoderm
GSM7002744,21,OrgbE851220,E85,blood
GSM7002745,20,OrgbE851221,E85,mitosis
GSM7002746,20,OrgbE851222,E85,schwann cell precursors
GSM7002747,21,OrgbE851223,E85,epithelial cells
GSM7002748,20,OrgbE851224,E85,blood
GSM7002749,21,OrgbE851225,E85,neural tube
GSM7002750,21,OrgbE851226,E85,blood
GSM7002751,20,OrgbE851227,E85,mitosis
GSM7002752,21,OrgbE851228,E85,ExE mesoderm
GSM7002753,21,OrgbE851229,E85,NMP
GSM7002754,20,OrgbE851230,E85,blood
GSM7002755,20,OrgbE851231,E85,neural tube
GSM7002756,21,OrgbE851232,E85,ExE endoderm
GSM7002757,20,OrgbE851233,E85,blood
GSM7002758,20,OrgbE851234,E85,epithelial cells
GSM7002759,20,OrgbE851235,E85,early mesoderm
GSM7002760,20,OrgbE851236,E85,early mesenchyme
GSM7002761,20,OrgbE851237,E85,ExE endoderm
GSM7002762,20,OrgbE851238,E85,schwann cell precursors
GSM7002763,20,OrgbE851239,E85,mitosis
GSM7002764,21,OrgbE851240,E85,neural tube
GSM7002765,20,OrgbE851242,E85,mitosis
GSM7002766,21,OrgbE851243,E85,early mesenchyme
GSM7002767,20,OrgbE851244,E85,blood
GSM7002768,20,OrgbE851245,E85,intermediate mesoderm
GSM7002769,20,OrgbE851246,E85,blood
GSM7002770,20,OrgbE851247,E85,notochord
GSM7002771,20,OrgbE851248,E85,schwann cell precursors
GSM7002772,20,OrgbE851249,E85,early mesenchyme
GSM7002773,20,OrgbE851250,E85,mitosis
GSM7002774,20,OrgbE851251,E85,NMP
GSM7002775,20,OrgbE851252,E85,intermediate mesoderm
GSM7002776,20,OrgbE851253,E85,notochord
GSM7002777,20,OrgbE851254,E85,schwann cell precursors
GSM7002778,21,OrgbE851255,E85,mitosis
GSM7002779,20,OrgbE851256,E85,mitosis
GSM7002780,20,OrgbE851258,E85,ExE endoderm
GSM7002781,20,OrgbE851259,E85,neural tube
GSM7002782,20,OrgbE851260,E85,neural tube
GSM7002783,21,OrgbE851261,E85,early mesenchyme
GSM7002784,20,OrgbE851262,E85,blood
GSM7002785,21,OrgbE851263,E85,neural tube
GSM7002786,21,OrgbE851264,E85,epithelial cells
GSM7002787,21,OrgbE851265,E85,early mesoderm
GSM7002788,21,OrgbE851266,E85,epithelial cells
GSM7002789,20,OrgbE851267,E85,NMP
GSM7002790,20,OrgbE851268,E85,early mesenchyme
GSM7002791,21,OrgbE851269,E85,mitosis
GSM7002792,20,OrgbE851270,E85,early mesenchyme
GSM7002793,21,OrgbE851271,E85,intermediate mesoderm
GSM7002794,20,OrgbE851272,E85,mitosis
GSM7002795,20,OrgbE851273,E85,mitosis
GSM7002796,21,OrgbE851274,E85,early mesoderm
GSM7002797,20,OrgbE851275,E85,blood
GSM7002798,20,OrgbE851276,E85,mitosis
GSM7002799,20,OrgbE851277,E85,blood
GSM7002800,20,OrgbE851278,E85,notochord
GSM7002801,20,OrgbE851279,E85,neural tube
GSM7002802,20,OrgbE851280,E85,early mesenchyme
GSM7002803,20,OrgbE851281,E85,mitosis
GSM7002804,20,OrgbE851282,E85,early mesenchyme
GSM7002805,20,OrgbE851283,E85,blood
GSM7002806,20,OrgbE851284,E85,epithelial cells
GSM7002807,21,OrgbE851286,E85,blood
GSM7002808,21,OrgbE851287,E85,neural tube
GSM7002809,20,OrgbE851288,E85,early mesenchyme
GSM7002810,20,OrgbE851289,E85,neural tube
GSM7002811,20,OrgbE851290,E85,ExE endoderm
GSM7002812,20,OrgbE851291,E85,intermediate mesoderm
GSM7002813,21,OrgbE851292,E85,neural tube
GSM7002814,21,OrgbE851293,E85,blood
GSM7002815,20,OrgbE851294,E85,mitosis
GSM7002816,20,OrgbE851295,E85,blood
GSM7002817,21,OrgbE851296,E85,mitosis
GSM7002818,21,OrgbE851297,E85,NMP
GSM7002819,20,OrgbE851298,E85,blood
GSM7002820,20,OrgbE851299,E85,epithelial cells
GSM7002821,20,OrgbE851300,E85,early mesenchyme
GSM7002822,21,OrgbE851301,E85,epithelial cells
GSM7002823,21,OrgbE851302,E85,neural tube
GSM7002824,20,OrgbE851303,E85,early mesenchyme
GSM7002825,20,OrgbE851304,E85,early mesenchyme
GSM7002826,20,OrgbE851305,E85,neural tube
GSM7002827,20,OrgbE851306,E85,blood
GSM7002828,20,OrgbE851307,E85,blood
GSM7002829,20,OrgbE851308,E85,early mesenchyme
GSM7002830,20,OrgbE851309,E85,early mesenchyme
GSM7002831,20,OrgbE851310,E85,epithelial cells
GSM7002832,20,OrgbE851311,E85,ExE mesoderm
GSM7002833,20,OrgbE851312,E85,epithelial cells
GSM7002834,21,OrgbE851313,E85,neural tube
GSM7002835,20,OrgbE851314,E85,blood
GSM7002836,21,OrgbE851315,E85,intermediate mesoderm
GSM7002837,21,OrgbE851316,E85,early mesenchyme
GSM7002838,21,OrgbE851317,E85,blood
GSM7002839,20,OrgbE851318,E85,neural tube
GSM7002840,20,OrgbE851319,E85,endoderm
GSM7002841,20,OrgbE851320,E85,neural tube
GSM7002842,20,OrgbE851321,E85,intermediate mesoderm
GSM7002843,21,OrgbE851322,E85,notochord
GSM7002844,20,OrgbE851323,E85,blood
GSM7002845,21,OrgbE851324,E85,early mesenchyme
GSM7002846,20,OrgbE851325,E85,neural tube
GSM7002847,20,OrgbE851326,E85,epithelial cells
GSM7002848,21,OrgbE851327,E85,intermediate mesoderm
GSM7002849,20,OrgbE851328,E85,early mesoderm
GSM7002850,21,OrgbE851329,E85,epithelial cells
GSM7002851,21,OrgbE851330,E85,blood
GSM7002852,20,OrgbE851331,E85,neural tube
GSM7002853,20,OrgbE851332,E85,mitosis
GSM7002854,21,OrgbE851333,E85,epithelial cells
GSM7002855,20,OrgbE851334,E85,mitosis
GSM7002856,21,OrgbE851335,E85,NMP
GSM7002857,20,OrgbE851336,E85,early mesoderm
GSM7002858,20,OrgbE851337,E85,intermediate mesoderm
GSM7002859,20,OrgbE851338,E85,ExE mesoderm
GSM7002860,21,OrgbE851339,E85,ExE endoderm
GSM7002861,21,OrgbE851340,E85,ExE mesoderm
GSM7002862,20,OrgbE851341,E85,blood
GSM7002863,21,OrgbE851342,E85,neural tube
GSM7002864,20,OrgbE851343,E85,ExE endoderm
GSM7002865,20,OrgbE851344,E85,intermediate mesoderm
GSM7002866,20,OrgbE851345,E85,intermediate mesoderm
GSM7002867,20,OrgbE851346,E85,blood
GSM7002868,21,OrgbE851347,E85,epithelial cells
GSM7002869,21,OrgbE851348,E85,neural tube
GSM7002870,20,OrgbE851349,E85,early mesenchyme
GSM7002871,21,OrgbE851350,E85,neural tube
GSM7002872,21,OrgbE851351,E85,blood
GSM7002873,20,OrgbE851352,E85,ExE mesoderm
GSM7002874,20,OrgbE851353,E85,mitosis
GSM7002875,20,OrgbE851354,E85,neural tube
GSM7002876,21,OrgbE851355,E85,mitosis
GSM7002877,20,OrgbE851356,E85,blood
GSM7002878,20,OrgbE851357,E85,NMP
GSM7002879,20,OrgbE851358,E85,early mesenchyme
GSM7002880,20,OrgbE851359,E85,early mesenchyme
GSM7002881,21,OrgbE851360,E85,mitosis
GSM7002882,21,OrgbE851361,E85,mitosis
GSM7002883,21,OrgbE851362,E85,early mesoderm
GSM7002884,20,OrgbE851363,E85,mitosis
GSM7002885,20,OrgbE851364,E85,intermediate mesoderm
GSM7002886,20,OrgbE851365,E85,intermediate mesoderm
GSM7002887,21,OrgbE851366,E85,intermediate mesoderm
GSM7002888,20,OrgbE851367,E85,NMP
GSM7002889,20,OrgbE851368,E85,early mesoderm
GSM7002890,21,OrgbE851369,E85,neural tube
GSM7002891,20,OrgbE851370,E85,epithelial cells
GSM7002892,20,OrgbE851371,E85,neural tube
GSM7002893,21,OrgbE851372,E85,schwann cell precursors
GSM7002894,20,OrgbE851373,E85,mitosis
GSM7002895,21,OrgbE851374,E85,epithelial cells
GSM7002896,21,OrgbE851375,E85,blood
GSM7002897,21,OrgbE851376,E85,neural tube
GSM7002898,20,OrgbE851377,E85,blood
GSM7002899,20,OrgbE851378,E85,early mesenchyme
GSM7002900,20,OrgbE851379,E85,neural tube
GSM7002901,20,OrgbE851380,E85,early mesenchyme
GSM7002902,21,OrgbE851381,E85,NMP
GSM7002903,20,OrgbE851382,E85,early mesenchyme
GSM7002904,20,OrgbE851383,E85,ExE mesoderm
GSM7002905,20,OrgbE851384,E85,early mesenchyme
GSM7002906,21,OrgbEX152001,EX15,blood
GSM7002907,21,OrgbEX152002,EX15,mix late mesenchyme
GSM7002908,21,OrgbEX152003,EX15,early neurons
GSM7002909,21,OrgbEX152004,EX15,oligodendrocytes and progenitors
GSM7002910,21,OrgbEX152005,EX15,mix late mesenchyme
GSM7002911,21,OrgbEX152006,EX15,mix late mesenchyme
GSM7002912,21,OrgbEX152007,EX15,mix late mesenchyme
GSM7002913,21,OrgbEX152008,EX15,mix late mesenchyme
GSM7002914,21,OrgbEX152009,EX15,radial glias
GSM7002915,21,OrgbEX152010,EX15,early neurons
GSM7002916,21,OrgbEX152011,EX15,mix late mesenchyme
GSM7002917,21,OrgbEX152012,EX15,radial glias
GSM7002918,21,OrgbEX152013,EX15,radial glias
GSM7002919,21,OrgbEX152014,EX15,mitosis
GSM7002920,21,OrgbEX152015,EX15,early neurons
GSM7002921,21,OrgbEX152016,EX15,blood
GSM7002922,21,OrgbEX152017,EX15,mix late mesenchyme
GSM7002923,21,OrgbEX152018,EX15,radial glias
GSM7002924,21,OrgbEX152019,EX15,blood
GSM7002925,21,OrgbEX152020,EX15,radial glias
GSM7002926,21,OrgbEX152021,EX15,oligodendrocytes and progenitors
GSM7002927,21,OrgbEX152022,EX15,blood
GSM7002928,21,OrgbEX152023,EX15,early neurons
GSM7002929,21,OrgbEX152024,EX15,early neurons
GSM7002930,21,OrgbEX152025,EX15,mix late mesenchyme
GSM7002931,21,OrgbEX152026,EX15,blood
GSM7002932,21,OrgbEX152027,EX15,blood
GSM7002933,21,OrgbEX152028,EX15,mix late mesenchyme
GSM7002934,21,OrgbEX152029,EX15,early neurons
GSM7002935,21,OrgbEX152030,EX15,blood
GSM7002936,21,OrgbEX152031,EX15,mix late mesenchyme
GSM7002937,21,OrgbEX152032,EX15,oligodendrocytes and progenitors
GSM7002938,21,OrgbEX152033,EX15,mix late mesenchyme
GSM7002939,21,OrgbEX152034,EX15,myocytes
GSM7002940,21,OrgbEX152035,EX15,blood
GSM7002941,21,OrgbEX152037,EX15,mix late mesenchyme
GSM7002942,21,OrgbEX152038,EX15,mix late mesenchyme
GSM7002943,21,OrgbEX152039,EX15,mix late mesenchyme
GSM7002944,21,OrgbEX152040,EX15,mix late mesenchyme
GSM7002945,21,OrgbEX152041,EX15,mix late mesenchyme
GSM7002946,21,OrgbEX152042,EX15,mix late mesenchyme
GSM7002947,21,OrgbEX152043,EX15,early neurons
GSM7002948,21,OrgbEX152044,EX15,epithelial cells
GSM7002949,21,OrgbEX152045,EX15,mix late mesenchyme
GSM7002950,21,OrgbEX152046,EX15,blood
GSM7002951,21,OrgbEX152047,EX15,mix late mesenchyme
GSM7002952,21,OrgbEX152048,EX15,mitosis
GSM7002953,21,OrgbEX152049,EX15,mix late mesenchyme
GSM7002954,21,OrgbEX152050,EX15,early neurons
GSM7002955,21,OrgbEX152051,EX15,oligodendrocytes and progenitors
GSM7002956,21,OrgbEX152052,EX15,oligodendrocytes and progenitors
GSM7002957,21,OrgbEX152053,EX15,mix late mesenchyme
GSM7002958,21,OrgbEX152054,EX15,mix late mesenchyme
GSM7002959,21,OrgbEX152055,EX15,mix late mesenchyme
GSM7002960,21,OrgbEX152056,EX15,mix late mesenchyme
GSM7002961,21,OrgbEX152057,EX15,oligodendrocytes and progenitors
GSM7002962,21,OrgbEX152058,EX15,mitosis
GSM7002963,21,OrgbEX152059,EX15,radial glias
GSM7002964,21,OrgbEX152060,EX15,myocytes
GSM7002965,21,OrgbEX152061,EX15,blood
GSM7002966,21,OrgbEX152062,EX15,mix late mesenchyme
GSM7002967,21,OrgbEX152063,EX15,oligodendrocytes and progenitors
GSM7002968,21,OrgbEX152064,EX15,early neurons
GSM7002969,21,OrgbEX152065,EX15,early neurons
GSM7002970,21,OrgbEX152066,EX15,mix late mesenchyme
GSM7002971,21,OrgbEX152067,EX15,myocytes
GSM7002972,21,OrgbEX152068,EX15,blood
GSM7002973,21,OrgbEX152069,EX15,early neurons
GSM7002974,21,OrgbEX152070,EX15,intermediate mesoderm
GSM7002975,21,OrgbEX152071,EX15,mix late mesenchyme
GSM7002976,21,OrgbEX152072,EX15,early neurons
GSM7002977,20,OrgbEX152073,EX15,blood
GSM7002978,21,OrgbEX152074,EX15,mix late mesenchyme
GSM7002979,21,OrgbEX152075,EX15,early neurons
GSM7002980,21,OrgbEX152076,EX15,mix late mesenchyme
GSM7002981,21,OrgbEX152077,EX15,mix late mesenchyme
GSM7002982,21,OrgbEX152078,EX15,blood
GSM7002983,21,OrgbEX152079,EX15,blood
GSM7002984,21,OrgbEX152080,EX15,blood
GSM7002985,21,OrgbEX152081,EX15,radial glias
GSM7002986,21,OrgbEX152082,EX15,mix late mesenchyme
GSM7002987,21,OrgbEX152083,EX15,mix late mesenchyme
GSM7002988,21,OrgbEX152084,EX15,schwann cell precursors
GSM7002989,21,OrgbEX152085,EX15,radial glias
GSM7002990,21,OrgbEX152086,EX15,mitosis
GSM7002991,21,OrgbEX152087,EX15,mitosis
GSM7002992,20,OrgbEX152088,EX15,early neurons
GSM7002993,21,OrgbEX152089,EX15,early neurons
GSM7002994,21,OrgbEX152090,EX15,mix late mesenchyme
GSM7002995,21,OrgbEX152091,EX15,early neurons
GSM7002996,21,OrgbEX152092,EX15,radial glias
GSM7002997,20,OrgbEX152093,EX15,mix late mesenchyme
GSM7002998,21,OrgbEX152094,EX15,mix late mesenchyme
GSM7002999,21,OrgbEX152095,EX15,mix late mesenchyme
GSM7003000,21,OrgbEX152096,EX15,mix late mesenchyme
GSM7003001,21,OrgbEX152097,EX15,mix late mesenchyme
GSM7003002,21,OrgbEX152098,EX15,mix late mesenchyme
GSM7003003,21,OrgbEX152099,EX15,radial glias
GSM7003004,21,OrgbEX152100,EX15,early neurons
GSM7003005,20,OrgbEX152101,EX15,mitosis
GSM7003006,21,OrgbEX152102,EX15,mitosis
GSM7003007,21,OrgbEX152103,EX15,mix late mesenchyme
GSM7003008,21,OrgbEX152104,EX15,mix late mesenchyme
GSM7003009,21,OrgbEX152105,EX15,oligodendrocytes and progenitors
GSM7003010,21,OrgbEX152106,EX15,mix late mesenchyme
GSM7003011,21,OrgbEX152107,EX15,schwann cell precursors
GSM7003012,21,OrgbEX152108,EX15,early neurons
GSM7003013,20,OrgbEX152109,EX15,mitosis
GSM7003014,21,OrgbEX152110,EX15,mix late mesenchyme
GSM7003015,21,OrgbEX152111,EX15,mix late mesenchyme
GSM7003016,21,OrgbEX152112,EX15,mix late mesenchyme
GSM7003017,21,OrgbEX152113,EX15,blood
GSM7003018,21,OrgbEX152114,EX15,mix late mesenchyme
GSM7003019,21,OrgbEX152115,EX15,mix late mesenchyme
GSM7003020,21,OrgbEX152116,EX15,mix late mesenchyme
GSM7003021,21,OrgbEX152117,EX15,oligodendrocytes and progenitors
GSM7003022,21,OrgbEX152118,EX15,mix late mesenchyme
GSM7003023,21,OrgbEX152119,EX15,mix late mesenchyme
GSM7003024,21,OrgbEX152120,EX15,intermediate mesoderm
GSM7003025,21,OrgbEX152121,EX15,early neurons
GSM7003026,21,OrgbEX152122,EX15,early neurons
GSM7003027,21,OrgbEX152123,EX15,oligodendrocytes and progenitors
GSM7003028,21,OrgbEX152124,EX15,oligodendrocytes and progenitors
GSM7003029,21,OrgbEX152125,EX15,oligodendrocytes and progenitors
GSM7003030,21,OrgbEX152126,EX15,early neurons
GSM7003031,21,OrgbEX152127,EX15,early neurons
GSM7003032,21,OrgbEX152128,EX15,mix late mesenchyme
GSM7003033,20,OrgbEX152129,EX15,mitosis
GSM7003034,21,OrgbEX152130,EX15,mitosis
GSM7003035,21,OrgbEX152131,EX15,mix late mesenchyme
GSM7003036,21,OrgbEX152132,EX15,mix late mesenchyme
GSM7003037,21,OrgbEX152133,EX15,mix late mesenchyme
GSM7003038,21,OrgbEX152134,EX15,early neurons
GSM7003039,21,OrgbEX152135,EX15,mix late mesenchyme
GSM7003040,21,OrgbEX152136,EX15,mix late mesenchyme
GSM7003041,21,OrgbEX152137,EX15,early neurons
GSM7003042,21,OrgbEX152138,EX15,mix late mesenchyme
GSM7003043,21,OrgbEX152139,EX15,oligodendrocytes and progenitors
GSM7003044,21,OrgbEX152140,EX15,blood
GSM7003045,21,OrgbEX152141,EX15,mix late mesenchyme
GSM7003046,21,OrgbEX152142,EX15,blood
GSM7003047,21,OrgbEX152143,EX15,mix late mesenchyme
GSM7003048,21,OrgbEX152144,EX15,mix late mesenchyme
GSM7003049,21,OrgbEX152145,EX15,early neurons
GSM7003050,21,OrgbEX152146,EX15,endoderm
GSM7003051,21,OrgbEX152147,EX15,mix late mesenchyme
GSM7003052,21,OrgbEX152148,EX15,mix late mesenchyme
GSM7003053,21,OrgbEX152149,EX15,mix late mesenchyme
GSM7003054,21,OrgbEX152150,EX15,blood
GSM7003055,21,OrgbEX152151,EX15,intermediate mesoderm
GSM7003056,21,OrgbEX152152,EX15,early neurons
GSM7003057,21,OrgbEX152153,EX15,blood
GSM7003058,21,OrgbEX152154,EX15,early neurons
GSM7003059,21,OrgbEX152155,EX15,mix late mesenchyme
GSM7003060,21,OrgbEX152156,EX15,early neurons
GSM7003061,21,OrgbEX152157,EX15,early neurons
GSM7003062,21,OrgbEX152158,EX15,mix late mesenchyme
GSM7003063,21,OrgbEX152159,EX15,early neurons
GSM7003064,21,OrgbEX152160,EX15,radial glias
GSM7003065,21,OrgbEX152161,EX15,mix late mesenchyme
GSM7003066,21,OrgbEX152162,EX15,mitosis
GSM7003067,21,OrgbEX152163,EX15,mitosis
GSM7003068,20,OrgbEX152164,EX15,early neurons
GSM7003069,21,OrgbEX152165,EX15,oligodendrocytes and progenitors
GSM7003070,21,OrgbEX152166,EX15,early neurons
GSM7003071,21,OrgbEX152167,EX15,mix late mesenchyme
GSM7003072,21,OrgbEX152168,EX15,mix late mesenchyme
GSM7003073,21,OrgbEX152169,EX15,mix late mesenchyme
GSM7003074,21,OrgbEX152170,EX15,mix late mesenchyme
GSM7003075,21,OrgbEX152171,EX15,early neurons
GSM7003076,21,OrgbEX152172,EX15,mix late mesenchyme
GSM7003077,21,OrgbEX152173,EX15,early neurons
GSM7003078,21,OrgbEX152174,EX15,radial glias
GSM7003079,21,OrgbEX152175,EX15,blood
GSM7003080,21,OrgbEX152176,EX15,mix late mesenchyme
GSM7003081,21,OrgbEX152177,EX15,mitosis
GSM7003082,21,OrgbEX152178,EX15,myocytes
GSM7003083,21,OrgbEX152179,EX15,mix late mesenchyme
GSM7003084,21,OrgbEX152180,EX15,blood
GSM7003085,21,OrgbEX152181,EX15,early neurons
GSM7003086,21,OrgbEX152182,EX15,early neurons
GSM7003087,21,OrgbEX152183,EX15,mix late mesenchyme
GSM7003088,21,OrgbEX152184,EX15,early neurons
GSM7003089,21,OrgbEX152185,EX15,early neurons
GSM7003090,21,OrgbEX152186,EX15,mix late mesenchyme
